,id_Article,domaine,numero_loi,numero_decret,numero_arrete,declaration,numero_article,titre,date_signature,division_partie,division_livre,division_titre,division_sous_titre,division_chapitre,division_section,division_sous_section,section_application,loyer,type_terrain,region,ville,localite,categorie,type_habitation,contenu
992,993,,2009-23,2010-99,,0,217,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Le syndic ne peut agir en justice au nom du syndicat sans y avoir été autorisé par une décision de l’assemblée générale. Une telle autorisation n’est pas nécessaire pour les actions en recouvrement de créance, la mise en œuvre des voies d’exécution forcée à l’exception de la saisie en vue de la vente d’un lot, les mesures conservatoires et les demandes qui relèvent des pouvoirs du juge de référés, ainsi que pour défendre aux actions intentées contre le syndicat.
Dans tous les cas, le syndic rend compte à la prochaine assemblée générale des actions introduites.
La rémunération des administrateurs provisoires et syndics judicaires de copropriété désignés en vertu de la loi du 16 juin 1988 est fixée par le président du Tribunal qui les a désignés, sans toutefois pouvoir excéder mensuellement la rémunération mensuelle qui était versée au syndic de copropriété.
Tout appel de charge effectué par l’administrateur provisoire ou syndic judicaire de copropriété relèvera de la seule compétence de l’assemblée Générale des Copropriétaires.
A l’issue de leur mission, ils auront la possibilité de présenter leur candidature aux fonctions de syndics dans le cadre de l’assemblée générale des copropriétaires qui doit statuer sur la désignation du syndic."
993,994,,2009-23,2010-99,,0,218,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE III : APPLICATION,,,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,Sont abrogées toutes dispositions contraires au présent décret.
994,995,,2009-23,2010-99,,0,219,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE III : APPLICATION,,,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Le Ministre d’Etat, Ministre de l’Intérieur, le Ministre d’Etat, Ministre de la Justice, le Ministre d’Etat, Ministre de l’Economie et des Finances, le Ministre d’Etat, Ministre des Mines, de l’Industrie et des PME, le Ministre d’Etat, Ministre des Infrastructures, des Transports terrestres et des Transports aériens, le Ministre d’Etat, Ministre de l’Urbanisme, de l’Habitat, de l’Hydraulique et de l’Assainissement, le Ministre d’Etat, Ministre de la Fonction publique, de l’Emploi, du Travail et des Organisations professionnelles, le Ministre de la Décentralisation et des Collectivités locales, sont chargés, chacun en ce qui le concerne, de l’exécution du présent code qui sera publié au Journal officiel."
995,996,etat,,2010-399,,0,1,,2010-03-23,,,,,,,,,0,,,,,,,"les autorisations d’occuper, à titre précaire et révocable, du domaine public maritime et du domaine public fluvial sont concédées moyennant une redevance annuelle déterminée comme suit : un droit fixe constituant le loyer d’occupation, calculé en fonction de la superficie concédée et selon la valeur du mètre carré de terrain dans l’une des zones ci-après, augmenté du droit proportionnel représentant la contrepartie du privilège de jouissance, égal à 25% du loyer d’occupation.
Le droit proportionnel, ci-dessus, est réduit de moitié pour les terrains effectivement utilisés à usage commercial.
DOMAINE PUBLIC MARITIME :
Première zone : de la frontière avec la Mauritanie à la limite nord-ouest de la région de Dakar :
de 1 à = 300 m² 550 francs/m²
de 301 à 600 m² 450 francs/m²
de 601 à 1.200 m² 350 francs/m²
de 1.201 à 2.500 m² 250 francs/m²
au-delà de 2.500 m² 150 francs/m²
Deuxième zone : de la limite nord-ouest de la région de Dakar à Rufisque :
de 1 à 300 m² 700 francs/m²
de 301 à 600 m² 600 francs/m²
de 601 à 1.200 m² 500 francs/m²
de 1.201 à 2.500 m² 400 francs/m²
au-delà de 2.500 m² 300 francs/m²
Troisième zone : de Bargny à Joal :
de 1 à 300 m² 650 francs/m²
de 301 à 600 m² 500 francs/m²
de 601 à 1.200 m² 400 francs/m²
de 1.201 à 2.500 m² 250 francs/m²
au-delà de 2.500 m² 150 francs/m²
Quatrième zone : de la limite sud de la ville de Joal à la frontière avec la Gambie :
de 1 à 300 m² 550 francs/m²
de 301 à 600 m² 400 francs/m²
de 601 à 1.200 m² 300 francs/m²
de 1.201 à 2.500 m² 200 francs/m²
au-delà de 2.500 m² 150 francs/m²
Cinquième zone : de la frontière avec la Gambie à Cabrousse dans le département d’Oussouye :
de 1 à 300 m² 550 francs/m²
de 301 à 600 m² 450 francs/m²
de 601 à 1.200 m² 350 francs/m²
de 1.201 à 2.500 m² 250 francs/m²
au-delà de 2.500 m² 150 francs/m²
DOMAINE PUBLIC FLUVIAL :
Zone unique :
de 1 à 300 m² 400 francs/m²
de 301 à 600 m² 300 francs/m²
de 601 à 1.200 m² 200 francs/m²
de 1.201 à 2.500 m² 150 francs/m²
au-delà de 2.500 m² 100 francs/m²"
996,997,etat,,2010-399,,0,2,,2010-03-23,,,,,,,,,0,,,,,,,Les concessions sur le Domaine public de l’Etat autre que maritime et fluvial peuvent faire l’objet de tarification par les collectivités et organismes compétents à cet effet.
997,998,etat,,2010-399,,0,3,,2010-03-23,,,,,,,,,0,,,,,,,"Le Ministre d’Etat, Ministre de l’Economie et des Finances est chargé de l’exécution du présent décret qui sera publié au Journal officiel."
998,999,etat,95-12,,,0,1,,1995-04-07,,,,,,,,,0,,,,,,,"Est autorisée, en application des dispositions de l’article 42 de la loi n°76-66 du 02 juillet 1976 portant Code du domaine de l’Etat, la vente du domaine privé immobilier bâti de l’Etat à usage d’hôtels ou de réceptifs touristiques et de ses dépendances."
999,1000,etat,95-12,,,0,2,,1995-04-07,,,,,,,,,0,,,,,,,"Les conditions particulières de la vente seront fixées par décret.
La présente loi sera exécutée comme loi de l’Etat."
1000,1001,etat,76-66,81-557,,0,1,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"(Décret n°89-001 du 3 Janvier 1989)
La Commission de Contrôle des Opérations Domaniales prévues par l’article 55 du Code du Domaine de l’Etat est composée comme suit :
Président :
Le représentant du Ministre de l’Economie et des Finances ;
Membres :
Le directeur des Affaires Civiles et du Sceau ;
Le Directeur de l’Urbanisme et de l’Architecture ;
Le Directeur de l’Aménagement du Territoire ;
Le Directeur de la Dette et des Investissements ;
Le directeur du Cadastre ;
Le Directeur de l’Enregistrement, des Domaines et du Timbre ;
Les fonctions de rapporteur et de secrétaire de la Commission sont remplies par le Directeur de l’Enregistrement, des Domaines et du Timbre.
La Commission peut entendre toutes les parties intéressées par le projet qui lui est soumis ainsi que toute personne susceptible de l’éclairer."
1001,1002,etat,76-66,81-557,,0,2,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"La Commission est chargée de donner son avis sur l’opportunité, la régularité et les conditions financières :
de toutes les opérations intéressant le domaine privé de l’Etat, des collectivités locales et des établissements publics, notamment :
les acquisitions d’immeubles de droits immobiliers, de droits à bail et de fonds de commerce ;
les prises en location d’immeubles et de fonds de commerce ;
les aliénations d’immeubles, de droits immobiliers, de droits à bail et de fonds de commerce ;
les baux d’immeubles et de fonds de commerce ainsi que les prorogations et renouvellement desdites concessions ;
les concessions de droit de superficie sur un immeuble ainsi que les prorogations et renouvellement desdites concessions ;
les autorisations d’occuper le domaine privé ;
les autorisations d’exploitation de carrières et de concessions minières ;
les lotissements ;
les constructions d’immeubles par l’Etat ;
les affectations, changements d’affectation et désaffectations d’immeubles de l’Etat ;
les versements d’indemnités aux emphytéotes à l’expiration des taux emphytéotiques, dans le cas prévu à l’article 39, 6°b) du Code du Domaine de l’Etat ;
les versements d’indemnité aux concessionnaires d’un droit de superficie dans le cas prévu au premier alinéa de l’article 47 du même code ;
les saisies par l’Etat d’immeubles, de droit immobiliers et de fonds de commerce ;
les acquisitions, prises en location, aliénations et baux d’immeubles, de droits immobiliers de droit à bail ou de fonds de commerce ainsi que les concessions du droit de superficie sur un immeuble par les sociétés nationales, les sociétés d’économie mixte soumises au contrôle de l’Etat ou par les personnes morales de droit privé bénéficiant du concours financier de la puissance publique et soumises au contrôle de l’Etat."
1002,1003,etat,76-66,81-557,,0,3,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"En matière d’expropriation pour cause d’utilité publique et lorsqu’une déclaration d’urgence est envisagée, la Commission émet un avis sur l’opportunité du recours à la procédure d’urgence et, en cas d’avis favorable, arrête le montant des provisions correspondant aux indemnités éventuelles d’expropriation à verser aux ayants droit conformément aux dispositions de l’article 22 de la loi n°76-67 du 02 Juillet 1976.
Dans les autres cas d’expropriation, elle émet un avis sur le montant des indemnités à proposer."
1003,1004,etat,76-66,81-557,,0,4,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"Lorsqu’un immeuble contient du mobilier, la Commission donne le cas échéant, son avis sur l’opportunité et les conditions financières de l’acquisition ou de l’aliénation de ce mobilier."
1004,1005,etat,76-66,81-557,,0,5,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"Paragraphe I – Les dossiers des projets relatifs à des opérations immobilières soumis à l’avis de la Commission doivent comporter :
une note explicative et justificative détaillée ;
une description précise et un plan de l’immeuble ainsi que des renseignements complets sur sa situation juridique (numéro du titre foncier, propriétaire, charges, situation locative) ;
une estimation de la valeur vénale ou de la valeur locative de l’immeuble, du droit immobilier ou du droit à bail ;
l’indication des conditions envisagées pour la réalisation de l’opération et, en cas d’acquisition ou de prise en location, de l’imputation budgétaire de la dépense ;
dans le cas d’acquisition, de prise en location ou de construction par l’Etat, l’avis de la Direction de l’Enregistrement, des Domaines et du Timbre ou de l’indication que la demande d’avis est restée sans réponse.
Paragraphe II – Les dossiers des projets relatifs à des opérations portant sur des fonds de commerce soumis à l’avis de la Commission doivent comporter :
une note explicative et justificative détaillée ;
une désignation complète du fonds et l’indication des charges qui le grèvent ;
l’indication du chiffre d’affaires et des bénéfices réalisés au cours des trois (3) dernières années ;
l’indication des conditions envisagée pour la réalisation de l’opération et en cas d’acquisition ou de prise en location, l’imputation budgétaire de la dépense ;
dans le cas d’acquisition ou de prise en location par l’Etat l’avis de la Direction de l’Enregistrement, des Domaines et du Timbre ou l’indication que la demande d’avis est restée sans réponse."
1005,1006,etat,76-66,81-557,,0,6,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"Les dossiers des projets sont adressés à la Direction de l’Enregistrement, des Domaines et du Timbre qui en saisit la Commission."
1006,1007,etat,76-66,81-557,,0,7,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,La Commission se réunit sur la convocation de son président. Les affaires urgentes peuvent faire l’objet d’une consultation à domicile.
1007,1008,etat,76-66,81-557,,0,8,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"Les délibérations de la Commission ne sont valables que si quatre (4) membre au moins sont présents, dont le président, le représentant du service de l’organisme intéressé et le Directeur de l’Enregistrement, des Domaines et du Timbre.
Les décisions sont prises à la majorité des voix, celle du président étant prépondérante en cas de partage égal."
1008,1009,etat,76-66,81-557,,0,9,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,Les délibérations n’ont que la valeur d’avis ; cependant toute décision de passer outre à l’avis défavorable de la Commission ou de réaliser l’opération à des conditions différentes de celles qu’elle a retenues doit être notifiée à la Commission.
1009,1010,etat,76-66,81-557,,0,10,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"La Direction de l’Enregistrement, des Domaines et du Timbre centralise, contrôle et exploite tous les éléments destinés à déterminer la valeur locative ou la valeur vénale des immeubles dont la prise en location, l’acquisition, la location ou l’aliénation est projetée par l’Etat, les autres personnes morales publiques, les sociétés nationales, les sociétés d’économie mixte soumises au contrôle de l’Etat ou les personnes morales de droit privé bénéficiant du concours financier de la puissance publique et soumises au contrôle de l’Etat."
1010,1011,etat,76-66,81-557,,0,11,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"Ne peuvent être réalisées qu’après avis de la Direction de l’Enregistrement, des Domaines et du Timbre, les prises en location d’immeubles de toute nature ainsi que les acquisitions d’immeubles, de droits immobiliers ou de fonds de commerce poursuivies par l’Etat.
L’avis porte sur le prix, sur le choix des emplacements et sur les possibilités d’utilisation d’immeubles domaniaux ou d’immeubles pris à bail qui seraient disponibles."
1011,1012,etat,76-66,81-557,,0,12,,1981-05-21,,,,,CHAPITRE PREMIER. - CONTROLE DES OPERATIONS DOMANIALES,,,,0,,,,,,,"Avant l’établissement de tout projet de construction immobilière, les services de l’Etat doivent recueillir l’avis de la Direction de l’Enregistrement, des Domaines et du Timbre sur le choix des emplacements et sur les possibilités d’utilisation d’immeubles domaniaux ou d’immeubles pris à bail qui seraient disponibles."
1012,1013,etat,76-66,81-557,,0,13,,1981-05-21,,,,,CHAPITRE 2. - EXECUTION DU DROIT DE PREEMPTION,,,,0,,,,,,,"La notification de la décision d’exercer le droit de préemption est faite à la requête du Ministre chargé des Domaines, poursuites et diligences du Directeur de l’Enregistrement, des Domaines et du Timbre.
La décision de renoncer à l’exercice dudit droit est prise par le Ministre chargé des Domaines et notifiée à l’acquéreur par lettre recommandée avec accusé de réception."
1013,1014,etat,76-66,81-557,,0,14,,1981-05-21,,,,,CHAPITRE 3. – SOMMES ET VALEURS ATTEINTES PAR LA PRESCRIPTION,,,,0,,,,,,,"Les sociétés, entreprises commerciales ou civiles, communes, établissements publics et d’une façon générale toutes les collectivités soit privées, soit publiques, sont tenues de remettre au bureau des domaines de leur siège :
le montant des coupons, intérêts ou dividendes des atteints par la prescription quinquennale ou conventionnelle et afférents aux actions, parts de fondateurs, obligations négociables ou autres titres analogues qu’elles ont émises ;
le montant atteint par la prescription décennale ou conventionnelle des sommes ou valeurs quelconques dues à raison des actions, parts de fondateurs, obligations et autres valeurs mobilières émises par elles."
